PlayerID,Age,Gender,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Cluster,ClusterName
9152,46,Male,Simulation,16.89538519745816,0,140,95,46,1,Veteran Player
9153,47,Female,RPG,4.200586153886301,19,70,49,44,2,Light Player
9154,15,Male,Action,13.54125180437538,8,39,45,45,0,High-Time Casual
9155,33,Male,Simulation,15.047202136340912,11,92,39,43,0,High-Time Casual
9156,16,Male,Action,6.43544723306335,9,50,82,18,1,Veteran Player
9157,40,Female,Strategy,20.427872446354915,3,138,36,30,0,High-Time Casual
9158,46,Male,Sports,12.306317179031524,11,179,91,4,1,Veteran Player
9159,20,Male,RPG,13.545984293255724,12,135,66,49,1,Veteran Player
9160,46,Male,Strategy,21.26668304303152,18,164,26,41,0,High-Time Casual
9161,18,Female,Sports,15.711803560774973,11,90,2,5,0,High-Time Casual
9162,25,Female,RPG,14.159710470426695,8,110,33,28,0,High-Time Casual
9163,31,Male,Sports,3.02265403529026,12,103,80,13,1,Veteran Player
9164,38,Female,Strategy,13.000048094097826,0,146,4,13,0,High-Time Casual
9165,19,Male,RPG,21.93431700858416,10,30,55,9,0,High-Time Casual
9166,48,Male,Simulation,14.55648155952392,15,133,32,25,0,High-Time Casual
9167,20,Male,Strategy,6.831045096377894,4,166,81,31,1,Veteran Player
9168,36,Male,Action,19.89311377371636,11,142,61,48,0,High-Time Casual
9169,25,Female,RPG,10.42417873030862,13,102,7,40,2,Light Player
9170,30,Female,Sports,1.899978614861616,5,144,79,13,1,Veteran Player
9171,47,Male,Strategy,11.597118678148016,15,67,83,27,1,Veteran Player
9172,23,Male,Sports,18.27652465418603,9,105,56,39,0,High-Time Casual
9173,20,Male,Simulation,22.044392327303783,4,98,67,26,0,High-Time Casual
9174,30,Male,Sports,15.948489997170093,14,89,67,14,1,Veteran Player
9175,43,Female,Strategy,20.12914668256816,3,80,5,41,0,High-Time Casual
9176,17,Female,RPG,17.9931805634337,6,24,49,1,0,High-Time Casual
9177,34,Female,Strategy,4.372198464901213,16,31,20,20,2,Light Player
9178,33,Male,Action,23.620041289280746,19,105,3,37,0,High-Time Casual
9179,40,Female,Action,1.354730944210508,16,47,61,7,2,Light Player
9180,17,Male,Sports,6.574572253509393,18,20,23,19,2,Light Player
9181,33,Female,Sports,18.321743627753676,6,149,16,17,0,High-Time Casual
9182,34,Male,Strategy,3.216007888051876,13,50,10,2,2,Light Player
9183,46,Male,Sports,13.631729677404424,14,10,64,39,1,Veteran Player
9184,21,Male,Sports,15.13612279233146,9,116,62,3,1,Veteran Player
9185,47,Male,Sports,16.499476486422957,15,152,36,5,0,High-Time Casual
9186,32,Female,RPG,3.85561961786126,14,128,79,24,1,Veteran Player
9187,15,Female,Action,4.978798830139363,16,65,74,23,1,Veteran Player
9188,25,Female,RPG,2.974934186662944,1,71,49,48,2,Light Player
9189,42,Male,Strategy,4.110147347154558,12,90,67,35,1,Veteran Player
9190,39,Male,Simulation,19.99260066954823,16,151,64,36,0,High-Time Casual
9191,37,Female,Action,2.729469336219645,4,121,14,11,2,Light Player
9192,45,Female,Strategy,9.63459187601608,5,48,84,15,1,Veteran Player
9193,44,Male,Sports,0.3702480485716846,19,55,29,30,2,Light Player
9194,49,Female,Simulation,18.325518833316803,9,45,68,49,1,Veteran Player
9195,21,Female,Simulation,22.97264608486355,10,111,52,23,0,High-Time Casual
9196,30,Female,Simulation,7.184139994380142,2,12,62,40,1,Veteran Player
9197,40,Male,RPG,7.317818788521064,6,36,39,24,2,Light Player
9198,16,Female,Strategy,13.774599336278328,14,102,54,44,1,Veteran Player
9199,15,Male,RPG,3.146993267598288,3,57,50,14,2,Light Player
9200,26,Female,RPG,14.448485059584431,5,175,75,7,1,Veteran Player
9201,19,Male,Action,13.206464671501784,13,14,71,48,1,Veteran Player
9202,46,Female,RPG,9.581422959226586,16,84,26,29,2,Light Player
9203,23,Female,Sports,16.82033324174349,5,88,55,39,0,High-Time Casual
9204,49,Male,Simulation,13.04654124266425,14,159,45,28,0,High-Time Casual
9205,33,Female,Strategy,20.25525908465932,12,125,54,26,0,High-Time Casual
9206,30,Male,RPG,17.44815007107466,1,74,26,15,0,High-Time Casual
9207,17,Male,Strategy,13.928841782702174,10,103,94,8,1,Veteran Player
9208,34,Male,Action,7.61448463495335,3,33,10,35,2,Light Player
9209,38,Male,Simulation,0.6899550435470942,7,60,44,1,2,Light Player
9210,47,Female,Action,8.911863426695152,8,20,68,12,1,Veteran Player
9211,38,Male,RPG,18.55274687578926,2,93,30,20,0,High-Time Casual
9212,25,Female,Strategy,21.391703085862,15,166,12,42,0,High-Time Casual
9213,22,Male,Action,20.423897033001715,8,91,87,34,1,Veteran Player
9214,34,Female,Simulation,8.868238178525782,1,168,47,23,2,Light Player
9215,49,Male,RPG,0.7170876441501903,19,32,72,26,1,Veteran Player
9216,39,Male,RPG,22.499660632378887,18,109,92,28,1,Veteran Player
9217,49,Female,Simulation,16.407666343253425,14,118,85,21,1,Veteran Player
9218,39,Male,Action,11.509506149071033,9,76,25,4,2,Light Player
9219,43,Female,Strategy,18.68207056827901,4,169,78,5,1,Veteran Player
9220,32,Male,Simulation,2.146500572209561,6,172,33,43,2,Light Player
9221,32,Male,Action,2.087579756279476,18,179,42,3,2,Light Player
9222,16,Female,Sports,16.97257122809584,10,138,90,8,1,Veteran Player
9223,49,Female,Action,1.623253181653097,17,27,33,38,2,Light Player
9224,30,Male,Action,1.1785839800921911,4,170,45,20,2,Light Player
9225,47,Female,Sports,17.286697607074213,14,150,50,30,0,High-Time Casual
9226,18,Male,Simulation,17.79411288336275,3,118,61,45,0,High-Time Casual
9227,47,Male,Simulation,9.90698720356799,1,82,14,48,2,Light Player
9228,28,Male,Action,9.398654752872655,2,121,82,19,1,Veteran Player
9229,35,Female,Sports,10.608533609506894,19,164,61,47,1,Veteran Player
9230,34,Male,Strategy,8.856054521931455,15,70,26,29,2,Light Player
9231,22,Male,Action,10.707680703625662,1,140,81,30,1,Veteran Player
9232,21,Female,Strategy,4.453186248993083,0,146,58,37,2,Light Player
9233,17,Male,RPG,14.015747922351792,11,23,4,7,0,High-Time Casual
9234,31,Male,Simulation,12.409088586391764,11,87,88,34,1,Veteran Player
9235,47,Male,Action,15.972033037206106,4,76,69,43,1,Veteran Player
9236,26,Male,Action,4.381658634610372,3,68,5,2,2,Light Player
9237,36,Male,Sports,2.1331622085625748,2,71,91,13,1,Veteran Player
9238,36,Male,Sports,19.34566527732695,13,160,3,0,0,High-Time Casual
9239,44,Male,RPG,21.698472616540517,15,101,24,7,0,High-Time Casual
9240,22,Male,Sports,4.129688542183922,1,122,90,42,1,Veteran Player
9241,41,Female,Strategy,9.98472880220081,12,61,88,42,1,Veteran Player
9242,41,Female,Sports,17.404774401438523,1,26,42,24,0,High-Time Casual
9243,48,Female,Sports,12.586931645419732,18,79,52,1,1,Veteran Player
9244,35,Male,Action,13.605657669675177,10,65,96,15,1,Veteran Player
9245,44,Male,Sports,8.210817815441171,10,63,54,20,2,Light Player
9246,47,Female,Action,2.8794355360014148,10,36,6,27,2,Light Player
9247,42,Female,Strategy,23.05222849282748,11,144,49,41,0,High-Time Casual
9248,47,Male,RPG,17.84181542715376,3,88,56,41,0,High-Time Casual
9249,19,Male,RPG,7.702088004425916,2,159,17,32,2,Light Player
9250,33,Female,Action,17.154279799063623,3,57,62,9,0,High-Time Casual
9251,18,Male,RPG,9.378216853442584,1,95,40,32,2,Light Player
9252,49,Male,Sports,4.680904119898592,0,75,7,36,2,Light Player
9253,31,Male,Simulation,16.269288222360863,17,52,94,9,1,Veteran Player
9254,42,Female,Simulation,9.85265824315088,7,107,96,26,1,Veteran Player
9255,44,Female,Simulation,2.763290352533492,17,174,82,2,1,Veteran Player
9256,43,Female,Simulation,8.012559138925674,19,33,92,15,1,Veteran Player
9257,20,Female,Sports,9.382503830481472,5,68,15,43,2,Light Player
9258,49,Male,Strategy,9.289914071234358,9,42,68,14,1,Veteran Player
9259,38,Female,Strategy,13.721984509391987,15,165,71,8,1,Veteran Player
9260,43,Male,RPG,10.484388577299274,12,10,56,38,1,Veteran Player
9261,45,Male,Sports,17.769281534284076,18,66,47,0,0,High-Time Casual
9262,49,Female,RPG,14.95271715871735,17,65,5,47,0,High-Time Casual
9263,47,Male,RPG,12.58329193982178,9,140,7,36,0,High-Time Casual
9264,35,Male,Strategy,18.289154324577385,11,56,63,9,0,High-Time Casual
9265,46,Female,Simulation,22.356748853299987,4,28,28,35,0,High-Time Casual
9266,37,Female,Action,5.387593847876657,6,104,76,18,1,Veteran Player
9267,47,Male,Sports,18.980540801877705,17,14,93,36,1,Veteran Player
9268,17,Male,Simulation,10.33863814913738,0,60,25,32,2,Light Player
9269,32,Male,RPG,13.60619707608962,17,44,71,37,1,Veteran Player
9270,39,Female,Action,19.716625789361512,17,57,47,33,0,High-Time Casual
9271,45,Male,Simulation,13.337523698339428,0,121,20,26,0,High-Time Casual
9272,17,Female,Strategy,4.374306505755923,2,93,77,7,1,Veteran Player
9273,38,Male,Sports,23.46098142584398,0,146,48,27,0,High-Time Casual
9274,46,Male,Strategy,20.18244181720525,8,92,95,49,1,Veteran Player
9275,36,Male,RPG,2.5223100375372853,2,146,3,34,2,Light Player
9276,37,Male,RPG,4.106261082588432,2,14,69,38,1,Veteran Player
9277,16,Female,Simulation,8.453867280194387,10,127,77,37,1,Veteran Player
9278,41,Female,RPG,11.35633640163417,10,87,77,38,1,Veteran Player
9279,16,Male,Action,3.895109261990803,0,24,50,36,2,Light Player
9280,40,Male,Action,10.770777307401689,1,145,60,25,1,Veteran Player
9281,31,Female,RPG,10.721183063895026,5,158,66,29,1,Veteran Player
9282,47,Male,Simulation,6.159609307346505,7,162,91,11,1,Veteran Player
9283,23,Female,Action,3.5415643286803995,14,12,75,43,1,Veteran Player
9284,43,Male,Sports,3.840848787036875,2,179,1,38,2,Light Player
9285,40,Male,Simulation,19.944758525438868,10,101,11,39,0,High-Time Casual
9286,49,Male,Simulation,19.087594402169337,8,87,13,28,0,High-Time Casual
9287,39,Male,Action,0.4728419935895243,7,146,39,19,2,Light Player
9288,38,Male,RPG,5.21017555862958,6,59,30,7,2,Light Player
9289,27,Female,Strategy,0.6736694323328276,16,124,7,45,2,Light Player
9290,21,Male,Sports,3.292908001595195,1,45,89,43,1,Veteran Player
9291,34,Male,Strategy,1.8608236177227324,4,20,19,19,2,Light Player
9292,15,Male,Simulation,18.29624062103009,12,56,80,46,1,Veteran Player
9293,22,Female,Action,8.546766153418645,16,71,22,1,2,Light Player
9294,30,Female,RPG,16.818168995063274,2,44,75,24,1,Veteran Player
9295,28,Female,Simulation,12.919492680572652,17,82,68,31,1,Veteran Player
9296,26,Male,Sports,5.898375472496607,11,55,44,1,2,Light Player
9297,37,Female,Simulation,11.93293467646334,12,79,40,5,2,Light Player
9298,29,Female,Sports,5.56651790820465,11,107,93,46,1,Veteran Player
9299,42,Male,RPG,8.241367744070885,18,107,76,8,1,Veteran Player
9300,48,Male,Sports,21.142037265625568,12,178,39,39,0,High-Time Casual
9301,16,Female,Sports,19.572250286597647,13,45,83,27,1,Veteran Player
9302,46,Male,Action,10.510952353784653,9,108,83,48,1,Veteran Player
9303,37,Male,RPG,4.023194951051734,15,70,24,36,2,Light Player
9304,36,Male,Simulation,3.8230818124306527,19,43,11,25,2,Light Player
9305,39,Male,Simulation,15.614142450737948,0,158,7,48,0,High-Time Casual
9306,36,Male,RPG,11.872008038745804,2,86,97,11,1,Veteran Player
9307,36,Female,Strategy,12.822161146387412,7,156,81,34,1,Veteran Player
9308,20,Female,RPG,1.8171188291189964,6,168,52,30,2,Light Player
9309,29,Male,RPG,9.104945684292648,12,28,7,1,2,Light Player
9310,47,Male,Sports,8.89797030896645,5,46,81,38,1,Veteran Player
9311,22,Female,Sports,6.459650706649791,0,133,68,32,1,Veteran Player
9312,19,Female,Sports,18.13175286156692,5,64,25,7,0,High-Time Casual
9313,18,Male,Simulation,3.213938504470609,6,83,14,47,2,Light Player
9314,20,Female,Action,18.921123790663284,2,64,54,25,0,High-Time Casual
9315,46,Female,Strategy,2.0794938650471684,16,77,69,32,1,Veteran Player
9316,44,Male,Sports,3.738603376300234,8,125,12,46,2,Light Player
9317,49,Male,Strategy,12.627876247456744,10,69,53,6,1,Veteran Player
9318,30,Male,Strategy,13.865057211219456,6,79,38,17,0,High-Time Casual
9319,27,Female,Action,23.221451389501777,0,39,94,36,1,Veteran Player
9320,44,Male,Action,14.545053346162703,6,160,77,48,1,Veteran Player
9321,33,Male,Simulation,13.533127389468111,12,21,75,6,1,Veteran Player
9322,31,Male,RPG,4.511941869479098,1,166,28,37,2,Light Player
9323,33,Female,Action,2.05998476913324,9,56,38,7,2,Light Player
9324,42,Male,Sports,18.964686310616955,11,70,92,2,1,Veteran Player
9325,40,Female,RPG,18.566875058307996,14,94,47,47,0,High-Time Casual
9326,40,Female,Strategy,10.167058148330897,15,80,46,46,2,Light Player
9327,37,Female,Simulation,1.87239868483685,15,23,86,27,1,Veteran Player
9328,23,Female,RPG,11.542651255518075,10,174,63,3,1,Veteran Player
9329,26,Male,Action,9.623277972010987,16,66,95,44,1,Veteran Player
9330,15,Female,Strategy,17.64640284504673,16,96,96,41,1,Veteran Player
9331,15,Female,RPG,13.773157334973154,15,167,14,9,0,High-Time Casual
9332,48,Female,Action,3.3882897913240946,8,87,82,44,1,Veteran Player
9333,46,Female,Strategy,4.274060785097119,13,74,98,37,1,Veteran Player
9334,39,Female,Action,3.5631172220619085,4,114,75,25,1,Veteran Player
9335,15,Male,Strategy,8.047579745644198,15,173,5,19,2,Light Player
9336,30,Male,Sports,6.7179823430628325,17,48,72,48,1,Veteran Player
9337,19,Male,Sports,6.207654393071627,14,161,27,40,2,Light Player
9338,36,Male,Simulation,10.77518439244819,13,73,71,41,1,Veteran Player
9339,43,Female,Strategy,19.911098340501173,2,138,62,8,0,High-Time Casual
9340,17,Male,Simulation,7.51951419247216,4,151,15,22,2,Light Player
9341,26,Male,Action,7.052429875435953,9,104,55,45,2,Light Player
9342,40,Female,Simulation,11.16956287890222,2,64,63,1,1,Veteran Player
9343,30,Female,RPG,7.530653874820016,7,91,37,27,2,Light Player
9344,36,Female,Action,14.647922961151634,18,60,10,35,0,High-Time Casual
9345,43,Female,Simulation,1.623975015049366,3,177,2,12,2,Light Player
9346,28,Male,RPG,5.473668328105714,14,44,68,6,1,Veteran Player
9347,42,Female,Action,18.02374609753016,7,32,98,32,1,Veteran Player
9348,19,Male,Strategy,20.789431471525567,4,113,15,5,0,High-Time Casual
9349,44,Female,Simulation,10.084186467852955,4,92,21,19,2,Light Player
9350,19,Male,Action,5.706652627038606,4,72,25,46,2,Light Player
9351,26,Female,Simulation,8.479900852976588,15,81,83,42,1,Veteran Player
9352,30,Female,Strategy,19.77530022721909,9,41,84,15,1,Veteran Player
9353,40,Male,Strategy,14.872138443330137,17,34,46,12,0,High-Time Casual
9354,40,Female,Action,7.682005726578106,19,144,93,19,1,Veteran Player
9355,35,Female,Sports,18.62241804792887,17,124,23,27,0,High-Time Casual
9356,47,Female,Strategy,10.01709331406531,9,14,87,9,1,Veteran Player
9357,44,Male,Action,3.430048883574,8,133,47,11,2,Light Player
9358,37,Male,Sports,3.8159276410887113,4,112,23,1,2,Light Player
9359,24,Male,Strategy,23.60555570875318,17,102,49,17,0,High-Time Casual
9360,19,Male,RPG,4.859998966706328,19,28,53,28,2,Light Player
9361,48,Male,Sports,21.64075000805078,2,122,26,10,0,High-Time Casual
9362,45,Female,RPG,19.01939916230252,10,75,14,40,0,High-Time Casual
9363,24,Male,Simulation,8.543790282892141,1,126,50,13,2,Light Player
9364,33,Female,Simulation,8.54237760564358,13,101,50,4,2,Light Player
9365,46,Male,RPG,15.378451296808205,1,145,5,4,0,High-Time Casual
9366,15,Male,Sports,9.72121999997264,17,163,3,4,2,Light Player
9367,19,Male,Action,2.8819984030450687,15,173,2,44,2,Light Player
9368,18,Female,Sports,22.979725250776887,8,49,28,15,0,High-Time Casual
9369,30,Female,Sports,9.41534029766778,5,52,69,3,1,Veteran Player
9370,38,Male,RPG,6.386661882836195,2,77,14,28,2,Light Player
9371,30,Male,RPG,2.047023299404107,11,174,47,42,2,Light Player
9372,16,Male,Sports,12.949687753857251,4,24,82,29,1,Veteran Player
9373,42,Female,Strategy,10.155158739070544,13,50,78,49,1,Veteran Player
